cntyNUM,obs,cf1GRRT_WB,cf2GRRT_WB,cf3GRRT_WB,cf4GRRT_WB,cf5GRRT_WB,cf6GRRT_WB,cf7GRRT_WB,cf8GRRT_WB,cf9GRRT_WB,cf10GRRT_WB,CRISIS,l1CRISIS,l2CRISIS,l3CRISIS,l4CRISIS,l1GRRT_WB,l2GRRT_WB,l3GRRT_WB,l4GRRT_WB
1,1996,,,,,,,,,,,0,0,0,0,0,,6.00060015961692,3.99958672406846,3.99762451445835
1,1997,,,,,,,,,,,0,0,0,0,0,,,6.00060015961692,3.99958672406846
1,1998,,,,,,,,,,,0,0,0,0,0,,,,6.00060015961692
1,1999,,,,,,,,,,,0,0,0,0,0,,,,
1,2000,,,,,,,,,,,0,0,0,0,0,,,,
1,2001,,,,,,,,,,,0,0,0,0,0,,,,
2,1960,,,,,,,,,,,,,,,,,,,
2,1961,2.61600396341437,4.41084947495636,6.425957419503311,8.52475083407022,9.61302169259501,12.48383508972418,15.97220718274743,17.54524089061259,19.53628071362145,14.76414972432537,1,,,,,,,,
2,1962,3.4898100050391,5.50491794958605,7.603711364152959,8.691982222677749,11.56279561980692,15.05116771283017,16.62420142069533,18.61524124370419,13.84311025440811,12.02078679199354,1,1,,,,.92103946991726,,,
2,1963,3.80995345608894,5.90874687065585,6.997017729180641,9.867831126309811,13.35620321933306,14.92923692719822,16.92027675020708,12.148145760911,10.32582229849643,21.69461580197673,0,1,1,,,1.69496449349711,.92103946991726,,
2,1964,4.11390135911386,5.202172217638649,8.07298561476782,11.56135770779107,13.13439141565623,15.12543123866509,10.35330024936901,8.530976786954438,19.89977029043474,27.6082158200655,1,0,1,1,,1.79484551154199,1.69496449349711,.92103946991726,
2,1965,3.1870642730917,6.05787767022087,9.54624976324412,11.11928347110928,13.11032329411814,8.33819230482206,6.515868842407491,17.88466234588779,25.59310787551855,28.59117363954175,0,1,0,1,1,2.01510794454695,1.79484551154199,1.69496449349711,.92103946991726
2,1966,3.95908425565396,7.447456348677211,9.020490056542371,11.01152987955123,6.239398890255151,4.417075427840581,15.78586893132088,23.49431446095164,26.49238022497484,32.78346003718142,0,0,1,0,1,2.09879341456691,2.01510794454695,1.79484551154199,1.69496449349711
2,1967,6.35918549015242,7.93221919801758,9.923259021026439,5.151128031730359,3.328804569315789,14.69759807279609,22.40604360242685,25.40410936645005,31.69518917865663,35.22875808325026,1,0,0,1,0,1.08827085852479,2.09879341456691,2.01510794454695,1.79484551154199
2,1968,5.06140580088841,7.05244562389727,2.28031463460119,.4579911721866199,11.82678467566692,19.53523020529768,22.53329596932088,28.82437578152746,32.35794468612109,36.45350782605283,0,1,0,0,1,2.87081339712917,1.08827085852479,2.09879341456691,2.01510794454695
2,1969,3.56407353087402,-1.20805745842206,-3.030380920836631,8.338412582643668,16.04685811227443,19.04492387629763,25.33600368850421,28.86957259309784,32.96513573302958,32.06349638876728,0,0,1,0,0,3.48837209302325,2.87081339712917,1.08827085852479,2.09879341456691
2,1970,-2.78109116628722,-4.60341462870179,6.765378874778509,14.47382440440927,17.47189016843247,23.76296998063905,27.29653888523268,31.39210202516442,30.49046268090213,27.43008220116682,0,0,0,1,0,1.57303370786516,3.48837209302325,2.87081339712917,1.08827085852479
2,1971,-6.59445445171065,4.774339051769649,12.48278458140041,15.48085034542361,21.77193015763019,25.30549906222382,29.40106220215556,28.49942285789326,25.43904237815795,28.1694178047791,0,0,0,0,1,1.99103982300886,1.57303370786516,3.48837209302325,2.87081339712917
2,1972,9.54647004106573,17.25491557069649,20.25298133471969,26.54406114692627,30.0776300515199,34.17319319145164,33.27155384718935,30.21117336745403,32.94154879407518,33.77211357812835,1,0,0,0,0,-4.77213098929608,1.99103982300886,1.57303370786516,3.48837209302325
2,1973,19.07723903311106,22.07530479713426,28.36638460934084,31.89995351393447,35.9955166538662,35.09387730960391,32.0334968298686,34.76387225648975,35.59443704054292,,0,1,0,0,0,-1.82232346241457,-4.77213098929608,1.99103982300886,1.57303370786516
2,1974,10.70651129365396,16.99759110586054,20.53116001045417,24.62672315038591,23.72508380612362,20.66470332638831,23.39507875300946,24.22564353706262,,,0,0,1,0,0,11.3687935034803,-1.82232346241457,-4.77213098929608,1.99103982300886
2,1975,9.28914557622978,12.82271448082341,16.91827762075515,16.01663827649286,12.95625779675755,15.6866332233787,16.51719800743187,,,,0,0,0,1,0,7.70844552963076,11.3687935034803,-1.82232346241457,-4.77213098929608
2,1976,9.82464871680021,13.92021185673195,13.01857251246966,9.958192032734347,12.6885674593555,13.51913224340866,,,,,0,0,0,0,1,2.9980657640232,7.70844552963076,11.3687935034803,-1.82232346241457
2,1977,7.62913204452537,6.727492700263078,3.667112220527768,6.397487647148917,7.228052431202083,,,,,,0,0,0,0,0,6.29107981220658,2.9980657640232,7.70844552963076,11.3687935034803
2,1978,3.193923795669448,.1335433159341375,2.863918742555287,3.694483526608452,,,,,,,0,0,0,0,0,3.53356890459363,6.29107981220658,2.9980657640232,7.70844552963076
2,1979,-3.962019823997603,-1.231644397376453,-.4010796133232882,,,,,,,,0,0,0,0,0,4.09556313993174,3.53356890459363,6.29107981220658,2.9980657640232
2,1980,-.3300050531141601,.500559730939005,,,,,,,,,1,0,0,0,0,-.901639344262293,4.09556313993174,3.53356890459363,6.29107981220658
2,1981,3.560940210674315,,,,,,,,,,1,1,0,0,0,-3.06038047973531,-.901639344262293,4.09556313993174,3.53356890459363
2,1982,,,,,,,,,,,0,1,1,0,0,2.73037542662115,-3.06038047973531,-.901639344262293,4.09556313993174
2,1983,,,,,,,,,,,1,0,1,1,0,.830564784053165,2.73037542662115,-3.06038047973531,-.901639344262293
2,1984,,,,,,,,,,,0,1,0,1,1,,.830564784053165,2.73037542662115,-3.06038047973531
2,1985,,,,,,,,,,,0,0,1,0,1,,,.830564784053165,2.73037542662115
2,1986,,,,,,,,,,,0,0,0,1,0,,,,.830564784053165
2,1987,,,,,,,,,,,0,0,0,0,1,,,,
2,1988,,,,,,,,,,,0,0,0,0,0,,,,
2,1989,,,,,,,,,,,0,0,0,0,0,,,,
2,1990,,,,,,,,,,,0,0,0,0,0,,,,
2,1991,,,,,,,,,,,0,0,0,0,0,,,,
2,1992,,,,,,,,,,,,0,0,0,0,,,,
2,1993,,,,,,,,,,,,,0,0,0,,,,
2,1994,,,,,,,,,,,,,,0,0,,,,
2,1995,,,,,,,,,,,,,,,0,,,,
2,1996,,,,,,,,,,,,,,,,,,,
2,1997,,,,,,,,,,,,,,,,,,,
2,1998,,,,,,,,,,,,,,,,,,,
2,1999,,,,,,,,,,,,,,,,,,,
2,2000,,,,,,,,,,,,,,,,,,,
2,2001,,,,,,,,,,,,,,,,,,,
3,1960,,,,,,,,,,,,,,,,,,,
3,1961,,,,,,,,,,,,,,,,,,,
3,1962,,,,,,,,,,,,,,,,,,,
3,1963,,,,,,,,,,,,,,,,,,,
3,1964,,,,,,,,,,,,,,,,,,,
3,1965,,,,,,,,,,,,,,,,,,,
3,1966,,,,,,,,,,,,,,,,,,,
3,1967,,,,,,,,,,,,,,,,,,,
3,1968,,,,,,,,,,,,,,,,,,,
3,1969,,,,,,,,,,,,,,,,,,,
3,1970,,,,,,,,,,,,,,,,,,,
3,1971,,,,,,,,,,,,,,,,,,,
3,1972,,,,,,,,,,,,,,,,,,,
3,1973,,,,,,,,,,,,,,,,,,,
3,1974,,,,,,,,,,,,,,,,,,,
3,1975,,,,,,,,,,,,,,,,,,,
3,1976,,,,,,,,,,,,,,,,,,,
3,1977,,,,,,,,,,,,,,,,,,,
3,1978,,,,,,,,,,,,,,,,,,,
3,1979,,,,,,,,,,,,,,,,,,,
3,1980,,,,,,,,,,,,,,,,,,,
3,1981,,,,,,,,,,,,,,,,,,,
3,1982,,,,,,,,,,,,,,,,,,,
3,1983,,,,,,,,,,,,,,,,,,,
3,1984,,,,,,,,,,,,,,,,,,,
3,1985,,,,,,,,,,,,,,,,,,,
3,1986,10.70000000000033,16.2999999999998,16.69999999999985,16.39999999999996,15.20000000000008,8.300000000000153,-16.39999999999985,-12.90000000000006,-2.500000000000155,8.700000000000145,,,,,,,,,
3,1987,13.49999999999993,13.89999999999998,13.6000000000001,12.40000000000022,5.500000000000285,-19.19999999999972,-15.69999999999992,-5.300000000000024,5.900000000000276,13.80000000000031,,,,,,2.79999999999987,,,
3,1988,5.999999999999519,5.699999999999635,4.499999999999755,-2.400000000000175,-27.10000000000018,-23.60000000000039,-13.20000000000048,-2.000000000000185,5.899999999999845,12.70476211407206,,,,,,7.90000000000046,2.79999999999987,,
3,1989,.100000000000165,-1.099999999999715,-7.999999999999645,-32.69999999999965,-29.19999999999986,-18.79999999999995,-7.599999999999655,.3000000000003746,7.104762114072595,10.45038149249825,,,,,,5.59999999999947,7.90000000000046,2.79999999999987,
3,1990,-1.499999999999763,-8.399999999999693,-33.0999999999997,-29.59999999999991,-19.2,-7.999999999999703,-.0999999999996737,6.704762114072547,10.0503814924982,13.09520987610585,,,,,,.400000000000048,5.59999999999947,7.90000000000046,2.79999999999987
3,1991,-8.09999999999981,-32.79999999999981,-29.30000000000002,-18.90000000000012,-7.69999999999982,.2000000000002098,7.00476211407243,10.35038149249808,13.39520987610573,16.56085634455603,,,,,,-.299999999999883,.400000000000048,5.59999999999947,7.90000000000046
3,1992,-31.59999999999993,-28.10000000000014,-17.70000000000024,-6.499999999999938,1.400000000000092,8.204762114072313,11.55038149249796,14.59520987610561,17.76085634455591,,,,,,,-1.19999999999988,-.299999999999883,.400000000000048,5.59999999999947
3,1993,-21.20000000000021,-10.80000000000031,.3999999999999915,8.300000000000022,15.10476211407224,18.45038149249789,21.49520987610554,24.66085634455585,,,,,,,,-6.89999999999993,-1.19999999999988,-.299999999999883,.400000000000048
3,1994,13.89999999999969,25.09999999999999,33.00000000000002,39.80476211407224,43.15038149249789,46.19520987610554,49.36085634455584,,,,,,,,,-24.7,-6.89999999999993,-1.19999999999988,-.299999999999883
3,1995,21.6000000000002,29.50000000000023,36.30476211407245,39.65038149249811,42.69520987610576,45.86085634455605,,,,,,,,,,3.49999999999979,-24.7,-6.89999999999993,-1.19999999999988
3,1996,19.10000000000033,25.90476211407255,29.2503814924982,32.29520987610584,35.46085634455614,,,,,,0,,,,,10.3999999999999,3.49999999999979,-24.7,-6.89999999999993
3,1997,14.70476211407225,18.0503814924979,21.09520987610555,24.26085634455585,,,,,,,1,0,,,,11.2000000000003,10.3999999999999,3.49999999999979,-24.7
3,1998,10.15038149249787,13.19520987610552,16.36085634455582,,,,,,,,1,1,0,,,7.90000000000003,11.2000000000003,10.3999999999999,3.49999999999979
3,1999,6.3904477620333,9.5560942304836,,,,,,,,,0,1,1,0,,6.80476211407222,7.90000000000003,11.2000000000003,10.3999999999999
3,2000,6.21047485205795,,,,,,,,,,0,0,1,1,0,3.34561937842565,6.80476211407222,7.90000000000003,11.2000000000003
3,2001,,,,,,,,,,,1,0,0,1,1,3.04482838360765,3.34561937842565,6.80476211407222,7.90000000000003
4,1960,,,,,,,,,,,,,,,,,,,
4,1961,,,,,,,,,,,,,,,,,,,
4,1962,,,,,,,,,,,,,,,,,,,
4,1963,,,,,,,,,,,,,,,,,,,
4,1964,,,,,,,,,,,,,,,,,,,
4,1965,,,,,,,,,,,,,,,,,,,
4,1966,,,,,,,,,,,,,,,,,,,
4,1967,,,,,,,,,,,,,,,,,,,
4,1968,,,,,,,,,,,,,,,,,,,
4,1969,,,,,,,,,,,,,,,,,,,
4,1970,,,,,,,,,,,,,,,,,,,
4,1971,,,,,,,,,,,,,,,,,,,
4,1972,,,,,,,,,,,,,,,,,,,
4,1973,,,,,,,,,,,,,,,,,,,
4,1974,,,,,,,,,,,,,,,,,,,
4,1975,,,,,,,,,,,,,,,,,,,
4,1976,,,,,,,,,,,,,,,,,,,
4,1977,,,,,,,,,,,,,,,,,,,
4,1978,,,,,,,,,,,,,,,,,,,
4,1979,,,,,,,,,,,,,,,,,,,
4,1980,,,,,,,,,,,,,,,,,,,
4,1981,8.69422295099219,9.799161263829919,8.547565494584749,10.3282091347685,15.96546076613917,15.17761508258893,13.75757057123167,23.59412291927781,14.01848571704298,-13.46235772922422,,,,,,,,,
4,1982,4.05353147640804,2.80193570716287,4.58257934734662,10.21983097871729,9.431985295167046,8.011940783809786,17.84849313185592,8.272855929621095,-19.20798751664611,-26.40778802884451,,,,,,5.74562978742188,,,
4,1983,-.1466574564074401,1.63398618377631,7.27123781514698,6.483392131596736,5.063347620239476,14.89989996828562,5.324262766050786,-22.15658068021641,-29.35638119241482,-19.7563825403025,,,,,,2.94859316357031,5.74562978742188,,
4,1984,.52904787093858,6.166299502309251,5.378453818759007,3.958409307401747,13.79496165544789,4.219324453213057,-23.26151899305415,-30.46131950525255,-20.86132085314023,-11.46132148925637,,,,,,1.10493831283773,2.94859316357031,5.74562978742188,
4,1985,7.41789527155442,6.630049588004177,5.210005076646917,15.04655742469306,5.470920222458227,-22.00992322380898,-29.20972373600738,-19.60972508389506,-10.2097257200112,-1.309725472891119,,,,,,-1.25159576924517,1.10493831283773,2.94859316357031,5.74562978742188
4,1986,4.849405947820427,3.429361436463167,13.26591378450931,3.690276582274477,-23.79056686399272,-30.99036737619112,-21.3903687240788,-11.99036936019495,-3.090369113074866,6.009633111668734,,,,,,1.78064364018375,-1.25159576924517,1.10493831283773,2.94859316357031
4,1987,-2.207890194907504,7.628662153138636,-1.946975049096194,-29.4278184953634,-36.6276190075618,-27.02762035544948,-17.62762099156562,-8.727620744445542,.3723814802980581,-6.627620151044602,,,,,,5.63725163137067,1.78064364018375,-1.25159576924517,1.10493831283773
4,1988,8.416507836688881,-1.159129365545949,-28.63997281181315,-35.83977332401155,-26.23977467189923,-16.83977530801538,-7.939775060895297,1.160227163848303,-5.839774467494357,2.033309000855983,,,,,,-.787845683550244,5.63725163137067,1.78064364018375,-1.25159576924517
4,1989,.2609151458113104,-27.21992830045589,-34.41972881265429,-24.81973016054197,-15.41973079665811,-6.519730549538034,2.580271675205566,-4.419729956137094,3.453353512213246,10.70335351221325,,,,,,-1.42004451135726,-.787845683550244,5.63725163137067,1.78064364018375
4,1990,-37.05648064850203,-44.25628116070043,-34.65628250858811,-25.25628314470426,-16.35628289758418,-7.256280672840576,-14.25628230418324,-6.383198835832897,.8668011641671027,8.666801164167111,,,,,,9.836552348046141,-1.42004451135726,-.787845683550244,5.63725163137067
4,1991,-34.6806439584656,-25.08064530635328,-15.68064594246942,-6.780645695349344,2.319356529394256,-4.680645101948405,3.192438366401936,10.44243836640194,18.24243836640195,24.72678496209993,,,,,,-9.57563720223483,9.836552348046141,-1.42004451135726,-.787845683550244
4,1992,2.400198139913921,11.80019750379778,20.70019775091786,29.80019997566146,22.8001983443188,30.67328181266914,37.92328181266914,45.72328181266915,52.20762840836713,,,,,,,-27.4808434462672,-9.57563720223483,9.836552348046141,-1.42004451135726
4,1993,18.99999801599618,27.89999826311626,37.00000048785986,29.9999988565172,37.87308232486754,45.12308232486754,52.92308232486755,59.40742892056553,,,,,,,,-7.1998005121984,-27.4808434462672,-9.57563720223483,9.836552348046141
4,1994,18.29999961100394,27.40000183574754,20.40000020440488,28.27308367275522,35.52308367275522,43.32308367275523,49.80743026845321,,,,0,,,,,9.599998652112321,-7.1998005121984,-27.4808434462672,-9.57563720223483
4,1995,18.00000247186368,11.00000084052102,18.87308430887136,26.12308430887136,33.92308430887137,40.40743090456935,,,,,0,0,,,,9.399999363883859,9.599998652112321,-7.1998005121984,-27.4808434462672
4,1996,2.10000059340094,9.97308406175128,17.22308406175128,25.02308406175129,31.50743065744927,,,,,,0,0,0,,,8.900000247120079,9.399999363883859,9.599998652112321,-7.1998005121984
4,1997,.8730818370076801,8.12308183700768,15.92308183700769,22.40742843270567,,,,,,,1,0,0,0,,9.1000022247436,8.900000247120079,9.399999363883859,9.599998652112321
4,1998,15.12308346835034,22.92308346835035,29.40743006404833,,,,,,,,0,1,0,0,0,-7.00000163134266,9.1000022247436,8.900000247120079,9.399999363883859
4,1999,15.05000000000001,21.53434659569799,,,,,,,,,0,0,1,0,0,7.87308346835034,-7.00000163134266,9.1000022247436,8.900000247120079
4,2000,14.28434659569799,,,,,,,,,,0,0,0,1,0,7.25,7.87308346835034,-7.00000163134266,9.1000022247436
4,2001,,,,,,,,,,,0,0,0,0,1,7.80000000000001,7.25,7.87308346835034,-7.00000163134266
5,1960,,,,,,,,,,,,,,,,,,,
5,1961,,,,,,,,,,,,,,,,,,,
5,1962,,,,,,,,,,,,,,,,,,,
5,1963,,,,,,,,,,,,,,,,,,,
5,1964,,,,,,,,,,,,,,,,,,,
5,1965,,,,,,,,,,,,,,,,,,,
5,1966,,,,,,,,,,,,,,,,,,,
5,1967,,,,,,,,,,,,,,,,,,,
5,1968,,,,,,,,,,,,,,,,,,,
5,1969,,,,,,,,,,,0,,,,,,,,
5,1970,,,,,,,,,,,0,0,,,,,,,
5,1971,,,,,,,,,,,0,0,0,,,,,,
5,1972,,,,,,,,,,,0,0,0,0,,,,,
5,1973,,,,,,,,,,,0,0,0,0,0,,,,
5,1974,,,,,,,,,,,0,0,0,0,0,,,,
5,1975,,,,,,,,,,,0,0,0,0,0,,,,
5,1976,,,,,,,,,,,0,0,0,0,0,,,,
5,1977,,,,,,,,,,,0,0,0,0,0,,,,
5,1978,,,,,,,,,,,1,0,0,0,0,,,,
5,1979,,,,,,,,,,,0,1,0,0,0,,,,
5,1980,,,,,,,,,,,0,0,1,0,0,,,,
5,1981,-.6766038422303,-1.221144718662167,-3.051864663625217,-5.149122356713147,,,,,,,0,0,0,1,0,,,,
5,1982,-2.398349672667517,-4.229069617630567,-6.326327310718497,,,,,,,,0,0,0,0,1,1.17720495400535,,,
5,1983,-2.375260821394917,-4.472518514482847,,,,,,,,,0,0,0,0,0,-1.85380879623565,1.17720495400535,,
5,1984,-3.92797763805098,,,,,,,,,,1,0,0,0,0,-.544540876431867,-1.85380879623565,1.17720495400535,
5,1985,,,,,,,,,,,0,1,0,0,0,-1.83071994496305,-.544540876431867,-1.85380879623565,1.17720495400535
5,1986,,,,,,,,,,,0,0,1,0,0,-2.09725769308793,-1.83071994496305,-.544540876431867,-1.85380879623565
5,1987,,,,,,,,,,,0,0,0,1,0,,-2.09725769308793,-1.83071994496305,-.544540876431867
5,1988,,,,,,,,,,,0,0,0,0,1,,,-2.09725769308793,-1.83071994496305
5,1989,,,,,,,,,,,1,0,0,0,0,,,,-2.09725769308793
5,1990,,,,,,,,,,,0,1,0,0,0,,,,
5,1991,,,,,,,,,,,1,0,1,0,0,,,,
5,1992,,,,,,,,,,,0,1,0,1,0,,,,
5,1993,,,,,,,,,,,0,0,1,0,1,,,,
5,1994,,,,,,,,,,,1,0,0,1,0,,,,
5,1995,,,,,,,,,,,0,1,0,0,1,,,,
5,1996,,,,,,,,,,,0,0,1,0,0,,,,
5,1997,,,,,,,,,,,0,0,0,1,0,,,,
5,1998,,,,,,,,,,,0,0,0,0,1,,,,
5,1999,,,,,,,,,,,0,0,0,0,0,,,,
5,2000,,,,,,,,,,,0,0,0,0,0,,,,
5,2001,,,,,,,,,,,0,0,0,0,0,,,,
6,1960,,,,,,,,,,,,,,,,,,,
6,1961,,,,,,,,,,,,,,,,,,,
6,1962,,,,,,,,,,,,,,,,,,,
6,1963,,,,,,,,,,,,,,,,,,,
6,1964,,,,,,,,,,,,,,,,,,,
6,1965,,,,,,,,,,,,,,,,,,,
6,1966,,,,,,,,,,,,,,,,,,,
6,1967,,,,,,,,,,,,,,,,,,,
6,1968,,,,,,,,,,,,,,,,,,,
6,1969,,,,,,,,,,,,,,,,,,,
6,1970,,,,,,,,,,,,,,,,,,,
6,1971,,,,,,,,,,,,,,,,,,,
6,1972,,,,,,,,,,,,,,,,,,,
6,1973,,,,,,,,,,,,,,,,,,,
6,1974,20.72544937245538,35.76703000443698,53.20568712613527,50.86074205402277,75.74855456639057,102.1691236224061,105.0109622418583,96.76037425810802,91.36784270457422,95.97899815371849,0,,,,,,,,
6,1975,21.26897986516118,38.70763698685948,36.36269191474697,61.25050442711476,87.67107348313026,90.51291210258248,82.26232411883221,76.86979256529841,81.48094801444267,74.90769492749966,0,0,,,,14.4980501392758,,,
6,1976,32.4802377536799,30.13529268156739,55.02310519393519,81.44367424995069,84.28551286940291,76.03492488565264,70.64239333211884,75.25354878126311,68.68029569432009,49.8969481564958,0,0,0,,,6.22739923317958,14.4980501392758,,
6,1977,15.09371204958579,39.98152456195359,66.40209361796909,69.2439322374213,60.99334425367105,55.60081270013725,60.21196814928152,53.63871506233851,34.85536752451421,41.11383693001453,1,0,0,0,,15.0415806319816,6.22739923317958,14.4980501392758,
6,1978,22.54286744025529,48.96343649627079,51.80527511572301,43.55468713197275,38.16215557843895,42.77331102758322,36.20005794064021,17.41671040281591,23.67517980831623,21.27693851159147,0,1,0,0,0,17.4386571216983,15.0415806319816,6.22739923317958,14.4980501392758
6,1979,51.3083815683833,54.15022018783552,45.89963220408526,40.50710065055146,45.11825609969573,38.54500301275272,19.76165547492841,26.02012488042874,23.62188358370398,37.15971239937687,0,0,1,0,0,-2.34494507211251,17.4386571216983,15.0415806319816,6.22739923317958
6,1980,29.26240767546772,21.01181969171746,15.61928813818366,20.23044358732793,13.65719050038492,-5.126157037439386,1.132312368060934,-1.265928928663826,12.27189988700907,29.80191560036437,0,0,0,1,0,24.8878125123678,-2.34494507211251,17.4386571216983,15.0415806319816
6,1981,-5.408749364298039,-10.80128091783184,-6.190125468687569,-12.76337855563058,-31.54672609345488,-25.28825668795456,-27.68649798467932,-14.14866916900642,3.381346544348883,3.591318084729149,0,0,0,0,1,26.4205690560155,24.8878125123678,-2.34494507211251,17.4386571216983
6,1982,-13.64311953728406,-9.031964088139789,-15.6052171750828,-34.3885647129071,-28.13009530740678,-30.52833660413154,-16.99050778845864,.5395079248966645,.7494794652769305,3.43955710205425,1,0,0,0,0,2.84183861945222,26.4205690560155,24.8878125123678,-2.34494507211251
6,1983,-.7813761043895298,-7.35462919133254,-26.13797672915684,-19.87950732365652,-22.27774862038128,-8.739919804708379,8.790095908646922,9.000067449027188,11.69014508580451,10.79012599765999,0,1,0,0,0,-8.250587983750259,2.84183861945222,26.4205690560155,24.8878125123678
6,1984,-1.96209763779874,-20.74544517562304,-14.48697577012272,-16.88521706684748,-3.347388251174579,14.18262746218072,14.39259900256099,17.08267663933831,16.18265755119379,18.3826024932026,0,0,1,0,0,-5.3925315535338,-8.250587983750259,2.84183861945222,26.4205690560155
6,1985,-25.35660062476731,-19.09813121926699,-21.49637251599175,-7.958543700318849,9.571472013036452,9.781443553416718,12.47152119019404,11.57150210204952,13.77144704405833,19.8915197465461,0,0,0,1,0,4.61115544914427,-5.3925315535338,-8.250587983750259,2.84183861945222
6,1986,-12.52487813232398,-14.92311942904874,-1.38529061337584,16.14472509997946,16.35469664035973,19.04477427713705,18.14475518899253,20.34470013100134,26.46477283348911,36.51471967525761,0,0,0,0,1,-6.57325308694301,4.61115544914427,-5.3925315535338,-8.250587983750259
6,1987,3.86022810877556,17.39805692444846,34.92807263780377,35.13804417818403,37.82812181496135,36.92810272681683,39.12804766882564,45.24812037131341,55.29806721308191,57.4380957163368,0,0,0,0,0,-18.7833475378243,-6.57325308694301,4.61115544914427,-5.3925315535338
6,1988,11.13958751894814,28.66960323230344,28.87957477268371,31.56965240946103,30.66963332131651,32.86957826332532,38.98965096581309,49.03959780758159,51.17962631083648,45.52958760452898,0,0,0,0,0,6.25846940550032,-18.7833475378243,-6.57325308694301,4.61115544914427
6,1989,31.0678445290282,31.27781606940847,33.96789370618578,33.06787461804127,35.26781956005008,41.38789226253785,51.43783910430635,53.57786760756123,47.92782890125374,,0,0,0,0,0,-2.39824129672476,6.25846940550032,-18.7833475378243,-6.57325308694301
6,1990,17.73998725373557,20.43006489051289,19.53004580236837,21.72999074437718,27.85006344686495,37.90001028863345,40.04003879188834,34.39000008558084,,,0,0,0,0,0,13.5378288156729,-2.39824129672476,6.25846940550032,-18.7833475378243
6,1991,2.900049177157586,2.000030089013068,4.199975031021878,10.32004773350965,20.36999457527815,22.51002307853303,16.85998437222554,,,,0,0,0,0,0,17.5300157133553,13.5378288156729,-2.39824129672476,6.25846940550032
6,1992,1.790058548632802,3.990003490641612,10.11007619312938,20.16002303489788,22.30005153815276,16.65001283184527,,,,,0,0,0,0,0,.209971540380266,17.5300157133553,13.5378288156729,-2.39824129672476
6,1993,1.299925853864292,7.419998556352062,17.46994539812056,19.60997390137544,13.95993519506795,,,,,,0,0,0,0,0,2.69007763677732,.209971540380266,17.5300157133553,13.5378288156729
6,1994,8.320017644496581,18.36996448626508,20.50999298951996,14.85995428321247,,,,,,,0,0,0,0,0,-.900019088144518,2.69007763677732,.209971540380266,17.5300157133553
6,1995,16.17001954425627,18.31004804751115,12.66000934120366,,,,,,,,0,0,0,0,0,2.19994494200881,-.900019088144518,2.69007763677732,.209971540380266
